Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
20078,Farmers choice wellness centre clinic,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - Unspecified,kahawa west,kahawa west,Thika road off kamiti road then to the farmers choice factory,ROYSAMBU,Near kahawa west market,0,0,0208711722,,0202013008,,P.O Box 47791,0208711180,Nairobi,00100,Ann kinyanjui,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12943,Flack Clinic,Nairobi,Nairobi,Makadara,South B,Medical Clinic,Private Practice - Nurse / Midwife,Nairobi South,Nairobi South,Along Muchmbi Road Near Our Lady Of Peace Catholic Church South B,MAKADARA,South B Shopping Centre,0,0,,,,,,,,,Juma,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18472,Flomed Med Clinic,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - Nurse / Midwife,Kasarani,Kasarani,"Thika Rd, ICPE Rd opp Kasarani police station",KASARANI,"Thika Rd, ICPE Rd opp kasarani police station",0,0,,,0723712622,flomedclinic@ymail.com,P.O Box 28129,0738346454,Nairobi,00200,Floronce muraya,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12947,Garrison Health Centre,Nairobi,Nairobi,Embakasi East,Embakasi,Health Centre,Armed Forces,Embakasi,Embakasi,Inside Embakasi Garrison,EMBAKASI EAST,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12955,Giovanna Dispensary,Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Private Enterprise (Institution),Roysambu,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19619,Good Neighbours Medical Clinic (Dandora),Nairobi,Nairobi,Embakasi North,Dandora,Medical Clinic,Non-Governmental Organizations,Dandora,Dandora 41,Dandora 41 opposite Equity Bank,EMBAKASI NORTH,Dandora 41,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12959,Good Samaritan Dispensary,Nairobi,Nairobi,Kasarani,Kasarani,Dispensary,Private Enterprise (Institution),Kasarani,,,KASARANI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12960,Good Shepherd Dispensary,Nairobi,Nairobi,Dagoretti South,Dagoretti,Dispensary,Private Enterprise (Institution),Mutuini,Kirigu,Near Dagoretti Market,DAGORETTI SOUTH,Nairobi,0,0,,,0722222882,,,,,,Mirriam Njeri,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12969,Hono Clinic,Nairobi,Nairobi,Makadara,Makadara,Dispensary,Local Authority,Jericho- Lumumba,Lumumba,Rabai Road Then Chule Road Opposite SDA Church,MAKADARA,Jericho Market,0,0,,,,,Please specify P.O. Box 30075,,Nairobi,00100,Carol Arunga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16802,Jonalifa Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Medical Clinic,Non-Governmental Organizations,Kawangware,Kawangware,,DAGORETTI NORTH,DO'S Office Riruta,8,0,,,,,,,,,Oyoo,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20450,Josiah Community Medical Centre,Nairobi,Nairobi,Embakasi South,MUkuru,Medical Clinic,Private Practice - Clinical Officer,Kwa Njenga,Pipeline,Opposit Kware,EMBAKASI SOUTH,Donholm,4,2,,,0724374480,j.jimjoy@yahoo.com,P.O Box 15334,,Nairobi,00200,Lukas Makau,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19300,Josnik Clinic,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,ust behind auncle sams bar,ROYSAMBU,just behind auncle sams bar,0,0,,,,,,,,,silvester Kaniaru,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19312,Kam ENT Services,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Medical Specialist,Central,Central,Located at IPS Building-CBD,STAREHE,City Market,0,0,,,,,,,,,,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19313,Kam Health Services,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located at IPS Building-CBD,STAREHE,City Market,0,0,,,,,,,,,Dr David,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18505,KEMRI Mimosa,Nairobi,Nairobi,Kibra,KNH Golf Course,Dispensary,Ministry of Health,Woodley,Woodley,Mimosa Market,KIBRA,Kentatta  Market,0,0,0728155434,,0722597011,kazu164@cf7.so-net.ne.jp,,,,,Dr Kazuko kumon,,N/A,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13019,Kemri VCT,Nairobi,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),Ministry of Health,Golfcourse,,,KIBRA,Nairobi,40,0,,,,,,,,,Lucy,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
20146,KEMRI/CDC Health Services,Nairobi,Nairobi,Mathare,Kariokor,Medical Centre,Non-Governmental Organizations,Mathare,Mathare,Along Juja Rd(Near Kiboro Primary School),MATHARE,Moi Airbase-Juja Road,0,0,, ,0721838205,,P.O Box 54840,0727709949,Nairobi,00200,D mutinda,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18357,Kemsa Staff Clinic,Nairobi,Nairobi,Starehe,Viwandani,Dispensary,Ministry of Health,Landi Mawe,Landi Mawe,off Jogoo Road Enterprise Road Commercial Street Opposite Ministry Of Labour Offices,STAREHE,City Stadium,0,0,0203922000,,,,P.O Box 47715,,Nairobi,00100,Geoffrey Murerwa,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13020,Kenwa,Nairobi,Nairobi,Starehe,Central,Dispensary,Non-Governmental Organizations,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
19330,Kimathi Street Medical Centre,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19316,Lad Nan Hospital,Nairobi,Nairobi,Starehe,Kariokor,Other Hospital,Private Enterprise (Institution),Kariokor,Pangani,Located off Juja Rd,STAREHE,Pangani,8,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20406,Lina Medical Services,Nairobi,Nairobi,Embakasi East,Embakasi,Dispensary,Community,Embakasi,Tassia,Behind National oil Off outering Road Approx. 400m from Taj. Moll Opp. Nairobi Gospel Centre International..,EMBAKASI EAST,Donholm,6,2,,,0202526187,lina@linamedical.co.ke,P.O Box 10271,0711495941,Nairobi,00100,Hellen Naliaka Chonge,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20623,Lindi Community Clinic,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Kibra,Lindi,Near the Lindi Mosque,KIBRA,,0,0,,,,,,,Nairobi,,Brenda Kimosop,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
21147,Lions Sightfirst Eye Hospital,Nairobi,Nairobi,Westlands,Kitisuru,Other Hospital,Private Enterprise (Institution),,,Kaptagat Road Near KariI headquaters,WESTLANDS,Near Kangemi Market,103,0,020-4183239,,,,P.O Box 66576,,,0080,DR.Fayaz Khan,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18611,Lithi Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh South ,Medical Clinic,Private Practice - Unspecified,Kiambiu,Kiambiu,CALVARY TEMPLE (CHURCH),KAMUKUNJI,Calvary Temple,0,0,0202606923,,0718745209,lithikenya@yahoo.com,P.O Box 5192,0722154616,NAIROBI,00200,Martha Ngunjiri,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13050,Liverpool VCT,Nairobi,Nairobi,Dagoretti North,Kilimani,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
19481,Lumumba Medical Clinic,Nairobi,Nairobi,Makadara,Makadara ,Medical Clinic,Private Practice - Clinical Officer,Lumumba,Lumumba,,MAKADARA,Jericho shopping Centre,0,0,,,,,,,,,Elijah Gitonga,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13053,Lunga Lunga Health Centre,Nairobi,Nairobi,Makadara,Makadara,Dispensary,Local Authority,Viwandani,Viwandani,Off Lungalunga Road Wundanyi Road At Maremba Stage,MAKADARA,Nairobi,0,0,,,,,P.O Box 30108,,Nairobi,00100,Faith Macharia,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13056,Makadara Health Centre,Nairobi,Nairobi,Makadara,Makadara,Health Centre,Ministry of Health,Makadara,Makadara,"off Jogoo Road, Hamsa Road next to BBC Church",MAKADARA,Nairobi,19,0,0720992152,,,,P.O Box 30108,,Nairobi,00100,Mirriam Kilonzi,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13057,Makadara Mercy Sisters Dispensary,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Makadara,Lumumba/Jericho,Off Jogoo Road Nyasa Road Next to Huruma Girls SchoolL,MAKADARA,Maringo,0,0,0206750617,,0729919182,mmsdsisters@yahoo>com,P.O Box 47498,,Nairobi,00100,Keziah  Kariba,Nursing Officer in Charge,N,Y,Operational,,Y,,,,,Y,,,,Y,,Y,,,,,,,,,
13058,Makina Clinic,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Community,Kibera,Makina,Next to Kibera Law courts,KIBRA,Nairobi,0,0,0203871956,,0722825905,makinaclinics@hotmail.com,P.O Box 21693,,Nairobi,,Andrew Otieno,Clinical Officer,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18985,Maranatha Medical Services,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Practice - General Practitioner,Kibra,Lindi,After the Lindi Railway Tunnel,KIBRA,,0,0,,,,,P.O Box 56465,,Nairobi,00200,Anthony Okumu,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13061,Maria Dominica Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Karen,Karen,Masai Lane off Bogani rd.Karen,LANG'ATA,Hardy shopping center,0,0,0208891376,,0729931660,,,,Nairobi,,Sr.Janet Awuor,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
13062,Maria Immaculate Health Centre,Nairobi,Nairobi,Dagoretti North,Kileleshwa,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Lavington,,Along Gatanga Road.,DAGORETTI NORTH,Nairobi,27,2,,,,,P.O Box 57216,,Nairobi,00200,Jostina Muriuki,Hospital Director,Y,Y,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
13063,Maria Maternity and Nursing Home,Nairobi,Nairobi,Embakasi Central,Embakasi,Maternity Home,Private Practice - General Practitioner,Kayole,Kayole,,EMBAKASI CENTRAL,Nairobi,20,4,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20276,Maria Medical Clinic And Diadetic centre(Saika) ,Nairobi,Nairobi,Kasarani,Njiru,Medical Clinic,Private Practice - General Practitioner,Njiru,Saika,,KASARANI,Njiru centre,0,0,,,0722888623,,P.O Box 152,0727962215,Nairobi,00520,Nancy Wambui Kamau,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13064,Mariakani Cottage Hospital Ltd,Nairobi,Nairobi,Starehe,South B,Nursing Home,Private Enterprise (Institution),Nairobi South,Nairobi South,Along Muchumbi Road Near  Our Lady Of Peace Catholici Church South B,STAREHE,South B Shopping Centre,44,6,020559371,020557836,0722860922,mcottage@mch.org,P.O Box 12535,020557836,Nairobi,00400,Euddiah Waweru,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19432,Mariakani Cottage Hospital Utawala Clinic,Nairobi,Nairobi,Embakasi East,Embakasi,Medical Clinic,Private Practice - Medical Specialist,Utawala,Utawala,Utawala Juction on Eastern Bypss Towards Kangundo road,EMBAKASI EAST,Utawala,5,2,0729344096,,,mcottage@mchkenya-utawala,P.O Box 12535,0702572400,Nairobi,00400,Sr Emily Aigula,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
16166,Marie Stopes Clinic (Dagoretti),Nairobi,Nairobi,Kibra,Dagoretti,Dispensary,Non-Governmental Organizations,Golfcourse,,,KIBRA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
13065,Marie Stopes Clinic (Kencom),Nairobi,Nairobi,Starehe,Central,Dispensary,Non-Governmental Organizations,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13067,Marie Stopes Clinic (Kilimani),Nairobi,Nairobi,Dagoretti North,Kilimani,Dispensary,Non-Governmental Organizations,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16167,Marie Stopes Clinic (Langata),Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Non-Governmental Organizations,Makina,,"Near the Kibera D.C office, after Chemi Chemi clinic",KIBRA,Nairobi,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
13066,Marie Stopes Clinic (Pangani),Nairobi,Nairobi,Starehe,Kariokor,Medical Clinic,Non-Governmental Organizations,Pangani,Pangani,Located off THIKA Road at Pangani Shopping Centre,STAREHE,Nairobi,0,0,020387227,,0721537168,pangani@mariestopes.or.ke,P.O Box 59328,,Nairobi,00100,Esther Omariba,Nursing Officer in Charge,N,Y,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
13068,Marie Stopes Nursing Home (Eastleigh),Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Non-Governmental Organizations,Eastleigh Section I,,St Teresa Catholic Church Eastleigh 1st Ave,KAMUKUNJI,Nairobi,15,10,,,0721467734,,P.O Box 59328,,Nairobi,00200,Jackson Njuguna,,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13069,Maringo Clinic,Nairobi,Nairobi,Makadara,Makadara,Dispensary,Local Authority,Maringo,Maringo,Off Jogoo Road Nile Road near Dr Kraft Primary School,MAKADARA,Maringo Shopping Centre,0,0,,,,,P.O Box P.O. Box 30075,,Nairobi,00100,Jedidah Maundu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20089,Marist International University College Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Langata,Langata,Marist Lane off Langata Road,LANG'ATA,Karen shopping centre,0,0,020882330,,,principal@mickenya.org,P.O Box 24450,020882994,Nairobi,00502,Eunice Mbithe,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16798,Mawamu Clinic,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Enterprise (Institution),Kangemi,Kangemi,,WESTLANDS,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19403,Max Family Health Care,Nairobi,Nairobi,Roysambu,KASARANI,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,Just next to 44 stage,ROYSAMBU,Just next to 44 stage,0,0,,,,,,,,,Boniface Kimani,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13070,Marura Nursing Home,Nairobi,Nairobi,Ruaraka,Kasarani,Nursing Home,Private Enterprise (Institution),Ruaraka,utalii,next to N.Y.S. Engineering institute. behind feeders plaza,RUARAKA,mathare  area 4,32,5,,,0722482053,,,,,,Isaac Ndungu,Clinical Officer,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13071,Marurui Dispensary,Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Private Enterprise (Institution),Githurai,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
12982,Mary Immaculate Clinic Mukuru,Nairobi,Nairobi,Starehe,South B,Medical Clinic,Other Faith Based,Mukuru Nyayo,Nairobi South,Dunga Road Opposite The Mater Hospitial,STAREHE,South B Shopping Centre,0,0,0203512471,,,mpc@mukuru.org,P.O Box 17837,,Nairobi,00500,Juliet Mukiri,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
13072,Mary Immaculate Sisters Dispensary,Nairobi,Nairobi,Makadara,Bahati,Dispensary,Other Faith Based,Bahati,,Near ACK Bahati Church ,MAKADARA,"Nairobi,near uhuru market",0,0,0202195387,,0728809921,janenjoroge65@yahoo.com,P.O Box 46377,0725878014,Nairobi,0100,Sr Jane Wairimu Njoroge,,N,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17514,Mary Mission,Nairobi,Nairobi,Dagoretti South,Riruta,Health Centre,Private Enterprise (Institution),Wanyee Road,,,DAGORETTI SOUTH,Corner Market,6,2,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13075,Mathare 3A (EDARP),Nairobi,Nairobi,Mathare,Central,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Mathare,,,MATHARE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
13077,Mathare North Health Centre,Nairobi,Nairobi,Ruaraka,Kasarani,Health Centre,Local Authority,Ruaraka,Mathare North sub location,Behind N.Y.S . Engineering,RUARAKA,Nairobi,24,4,,,,,,,,,Josphine   Mutegi,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13078,Mathare Police Depot,Nairobi,Nairobi,Mathare,Central,Dispensary,Ministry of Health,Mathare,,,MATHARE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13076,Mathari Hospital,Nairobi,Nairobi,Mathare,Kariokor,District Hospital,Ministry of Health,Mathare,,situated along THIKA Rd opposite Muthaiga Police Station,MATHARE,Nairobi,700,0,0202337694,,0721336017,mathari@health.go.ke,P.O Box 40663,,Nairobi,00100,Dr. Nelly Kitazi Okatch,Medical Superintendant,Y,Y,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
17947,Loreigns Medical Services (Kasarani),Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - Unspecified,Kasarani,Kasarani,Ngumba estate next to Kenya breweries,KASARANI,Ngumba estate,0,0,,,0721679741,,P.O Box 784,0715249503,Ruaraka,00618,David Ndungu Kirikia,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13052,Lower Kabete Dispensary (Kabete),Nairobi,Nairobi,Westlands,Kitisuru,Dispensary,Local Authority,L/Kabete,L/Kabete,"Along Lower Kabete Road next to KIA, Kabete",WESTLANDS,next to Lower Kabete Primary School,0,0,,,,,,,,,Mary Mburu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19600,Madaktari Health Clinic (Njiru),Nairobi,Nairobi,Kasarani,Njiru,Medical Clinic,Private Practice - Unspecified,Njiru,Njiru,Along Kangundo road at the junction to Kayole next to Total petrol station,KASARANI,Kayole,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13055,Madina Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Dispensary,Private Enterprise (Institution),Eastleigh North,Eastleigh North,Near Sunrise Mall and National Bank of Kenya,KAMUKUNJI,Nairobi,24,4,0202355828,,0721303311,madihosi@yahoo.com,P.O Box 78370,,Nairobi,00507,Margaret Ndirangu,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19473,Maendereo Medical Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Practice - Nurse / Midwife,Makadara,Hamza,,MAKADARA,,0,0,,,,,,,,,Isaack Nyaga,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19512,Mafra Clinic,Nairobi,Nairobi,Westlands,,Medical Clinic,Non-Governmental Organizations,,,,WESTLANDS,,5,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19554,Maichoma Clinic,Nairobi,Nairobi,Westlands,,Medical Clinic,Private Practice - General Practitioner,,,,WESTLANDS,,0,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19308,Maisha House VCT (Noset),Nairobi,Nairobi,Starehe,Ngara,VCT Centre (Stand-Alone),Non-Governmental Organizations,Ramesh Gautama Road,Ngara,,STAREHE,Ngara Market,0,0,,,,,,,Ngara,,Careb Angira,,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
19542,Maisha Poa Dispensary,Nairobi,Nairobi,Dagoretti North,Riruta,Medical Clinic,Private Practice - General Practitioner,Riruta,Riruta,Near chief's Camp,DAGORETTI NORTH,Near chief's Camp,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20624,Makina Community Clinic,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Kibera,Makina,Inside the FPFK Kibera Church,KIBRA,Toi Market,0,0,,,,,,,Nairobi,,Mary Kinyua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13059,Makkah Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Private Enterprise (Institution),Eastleigh Section I,,,KAMUKUNJI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
13060,Makogeni Clinic,Nairobi,Nairobi,Makadara,Makadara,Dispensary,Local Authority,Viwandani,Viwandani,,MAKADARA,Nairobi,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18895,Korogocho Health Centre,Nairobi,Nairobi,Roysambu,KASARANI,Health Centre,Ministry of Health,KOROGOCHO,KOROGOCHO,,ROYSAMBU,NYAYO ,12,2,,,0724853883,josphine.mutegi@yahoo.com,P.O Box 2396,0710370099,KNH,00202,JOSPHINE MUTEGI,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20340,KTTID Dispensary,Nairobi,Nairobi,Langata,Langata,Dispensary,Ministry of Health,Karen,Karen,Off Karen Road next to Karen Plains,LANG'ATA,Karen Shopping Centre,0,0,0202025714,,0722677859,,P.O Box 24785,,NAIROBI,00502,Scolastica Oyieyi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13038,Komarock Medical Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,,EMBAKASI CENTRAL,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17717,Komarock Morden Medical Care,Nairobi,Nairobi,Embakasi Central,Embakasi,Health Centre,Private Practice - General Practitioner,Kayole,Komarock,Near Naivash Supermarket Komarock,EMBAKASI CENTRAL,Komarock Phase 11,40,0,,,,,,,,,,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19372,Kwetu Medical Clinic,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Next to Equity bank Hunters,KASARANI,Next to Equity bank Hunters,0,0,,,,,,,,,Naomi Karonga,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18827,Kwosp (Korogocho),Nairobi,Nairobi,Kasarani,Kariobangi,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kariobangi,Kariobangi,,KASARANI,Juja rd off kamunde rd sanoda hse 3rd floor,0,0,,,0734584606,,P.O Box 10766,0722252029,Nairobi,00100,Robert Dimba,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17411,Mama Lucy Kibaki Hospital - Embakasi,Nairobi,Nairobi,Embakasi West,Embakasi,District Hospital,Ministry of Health,Umoja,Komarock,Umoja II Off Kangundo Road,EMBAKASI WEST,Umoja,112,12,,,,medsupnedh@yahoo.com,P.O Box 34349,,Nairobi,00100,Dr Ogato,Medical Superintendant,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
16169,Lady Northey Dispensary,Nairobi,Nairobi,Dagoretti North,Kilimani,Dental Clinic,Local Authority,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr.Njuguna,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13039,Lagos Road Dispensary,Nairobi,Nairobi,Starehe,Central,Dispensary,Local Authority,Central Business District,,Located near Akamba Public Bus Services-Lagos Road,STAREHE,Nairobi,0,0,,,0722380606,,P.O Box 30108,,Nairobi,00100,Ann Keru Kaburu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19993,Laini Saba Health Services,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Practice - General Practitioner,Laini Saba,Laini Saba,Near St.Macs Humanitarian Hospital,KIBRA,,0,0,,,,,P.O Box 2261,,Nairobi,00200,Dr.Nyamu,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18991,Lakeside Medical,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Practice - Clinical Officer,Sarang'ombe,Gatwekera,,LANG'ATA,,0,0,,,,,P.O Box 5958,,Nairobi,00100,Gilbert Okubasu,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13040,Landmawe Medical Services,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Enterprise (Institution),Makogeni,Makogeni,Off Factory Street Landmawe Estate,MAKADARA,Muthurua,10,0,020554410,,0729253291,,P.O Box P.O. Box 13289 ,0721473060,Nairobi,00100,Hellen Kerumbo,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
